idcliente,plan_internacional_preferente,plan_internet_ilimitado,mb_navegados,total_minutos_horario_normal,total_llamadas_horario_normal,cobro_llamadas_horario_normal,total_minutos_horario_reducido,total_llamadas_horario_reducido,cobro_llamadas_horario_reducido,total_minutos_horario_nocturno,total_llamadas_horario_nocturno,cobro_llamadas_horario_nocturno,total_minutos_llamadas_internacionales,total_llamadas_internacionales,cobro_llamadas_internacionales,llamadas_a_servicio_de_atencion_al_cliente,fuga
268,No,No,0,138.3,89,12954,170.5,78,7984,263.9,98,6546,13.5,6,2011,3,Vigente
269,No,Si,4800,94.4,104,8844,136.2,101,6381,147.4,89,3653,4.5,4,672,0,Vigente
270,Si,No,0,160,123,14987,175.4,96,8215,184.8,99,4584,9.9,3,1228,2,Vigente
271,No,No,0,206.6,105,19351,224.9,117,10535,249.9,100,6199,14.6,3,2171,0,Vigente
272,No,No,0,134.7,121,12618,180,83,8430,200.9,104,4981,7.7,3,1146,1,Vigente
273,No,Si,2800,214.4,78,20084,235.2,100,11014,206.2,107,5113,8,13,1190,3,Vigente
274,No,No,0,192.8,104,18062,234.4,96,10976,203.2,101,5036,13,3,1934,3,Vigente
275,No,Si,2800,151.1,90,14155,194.8,79,9125,239.2,114,5929,10,3,1488,1,Vigente
276,No,No,0,221.4,103,20740,231.8,103,10855,122.5,100,3036,9.8,5,1460,3,Vigente
277,Si,No,0,218.9,88,20503,208,85,9742,203.3,99,5042,11.1,4,1376,0,Vigente
278,No,Si,4800,189.8,96,17781,123.4,67,5780,214.2,106,5312,6.5,2,970,2,Fugado
279,No,Si,2500,192.7,85,18051,225.9,105,10579,254.2,59,6303,10.9,6,1620,2,Vigente
280,Si,No,0,204.4,135,19147,219.1,90,10260,222.7,114,5521,10.5,6,1302,3,Vigente
281,No,No,0,172.3,97,16139,174,108,8149,188.2,119,4667,13,4,1934,2,Vigente
282,No,No,0,198.4,93,18585,210.9,108,9879,193.3,71,4794,10.4,6,1548,2,Vigente
283,No,Si,3700,211.7,115,19830,159.9,84,7488,144.1,80,3570,12.2,1,1813,1,Vigente
284,No,Si,2800,221.6,74,20756,288.4,100,13505,240.3,105,5956,9,2,1339,1,Vigente
285,No,No,0,197.9,108,18536,181.5,109,8502,281.4,56,6976,6.7,5,997,3,Vigente
286,No,Si,2400,147.5,90,13819,175.7,108,8226,252.1,102,6248,15.6,3,2320,2,Vigente
287,No,No,0,206.4,122,19335,128,102,5995,194.5,84,4821,8.8,5,1311,2,Vigente
288,No,No,0,205.9,88,19285,209.3,86,9802,289.9,84,7191,14.5,4,2160,2,Vigente
289,No,No,0,207.6,88,19445,132.4,63,6199,255.2,98,6325,14.1,5,2099,0,Vigente
290,No,No,0,303.9,95,28465,260.9,114,12221,312.1,89,7736,5.3,3,788,1,Fugado
291,No,Si,3400,230.6,121,21599,219.4,99,10276,299.3,94,7422,8,2,1190,0,Vigente
292,No,No,0,99.5,110,9323,129.1,80,6044,125.1,124,3102,9.7,3,1444,0,Vigente
293,No,No,0,177.1,112,16591,194,112,9086,146.7,108,3637,5.9,4,876,1,Vigente
294,No,Si,3700,172.7,93,16177,120.1,116,5626,216.1,86,5356,10.3,5,1532,5,Fugado
295,No,Si,1800,172.7,86,16177,133.4,113,6248,259.5,70,6436,9.8,3,1460,1,Vigente
296,No,No,0,204.2,115,19125,179.9,152,8425,216.8,109,5378,9.5,5,1416,1,Vigente
297,No,No,0,85.7,83,8028,247.7,67,11599,142.4,85,3532,10.1,5,1504,2,Vigente
298,No,No,0,157.6,117,14761,184.3,58,8634,240.4,99,5962,11.9,1,1769,0,Vigente
299,No,No,0,215.5,129,20189,218.7,117,10243,207.1,91,5135,6.6,9,981,4,Vigente
300,No,No,0,181.5,98,17004,199.9,88,9361,287.7,114,7135,6.6,5,981,1,Vigente
301,No,No,0,171.7,80,16084,110.4,81,5168,195.4,111,4843,11.9,4,1769,2,Vigente
302,No,No,0,266.6,106,24971,264.8,168,12403,207.2,119,5135,5.9,2,876,1,Fugado
303,No,No,0,170.4,108,15962,350.5,68,16414,297,87,7367,11.2,3,1664,0,Fugado
304,No,No,0,158,106,14800,292.5,114,13698,241.1,89,5978,9.1,4,1355,1,Vigente
305,No,No,0,92,117,8618,253.6,77,11880,214.1,90,5306,10.3,10,1532,1,Vigente
306,No,No,0,234,109,21919,249.5,114,11687,173.1,70,4292,9.1,5,1355,2,Vigente
307,No,No,0,272.1,111,25489,268.5,118,12574,213.8,105,5301,8.5,10,1267,1,Fugado
308,No,No,0,296.4,99,27765,214.8,89,10061,133.9,107,3323,11.4,3,1697,4,Fugado
309,No,No,0,194.4,101,18211,190.3,82,8915,183.4,107,4546,11.4,2,1697,0,Vigente
310,No,No,0,227.2,128,21280,258.4,92,12100,183.5,74,4551,8.9,4,1322,3,Vigente
311,No,No,0,248.7,109,23296,220,118,10304,265.7,78,6590,13.2,2,1962,1,Fugado
312,No,Si,3800,236.3,102,22134,195.9,112,9174,183.5,82,4551,9.7,6,1444,1,Vigente
313,No,No,0,205.6,69,19257,169.5,93,7940,220.1,64,5455,10.9,3,1620,0,Vigente
314,No,No,0,94.1,136,8816,280.3,122,13130,205,77,5086,9.8,4,1460,0,Vigente
315,No,No,0,125.2,99,11725,205.4,107,9620,254.4,111,6309,18.9,2,2810,0,Vigente
316,No,No,0,60.4,158,5659,306.2,120,14343,123.9,46,3075,12.4,3,1846,1,Vigente
317,No,Si,2800,121,105,11334,270.4,100,12662,160.5,76,3978,7.7,4,1146,2,Vigente
318,No,Si,2900,117.8,66,11037,256.8,114,12028,147.6,76,3659,7.6,3,1130,3,Vigente
319,No,Si,2100,232.4,96,21770,211.9,118,9924,273,102,6772,5,5,744,3,Vigente
320,Si,Si,3200,223.5,81,20938,188.8,74,8844,154.9,101,3840,9.4,2,1166,2,Fugado
321,No,No,0,176.3,79,16513,259.2,97,12139,287.4,78,7124,6.2,3,920,0,Vigente
322,No,Si,3200,125.2,79,11725,177.8,105,8326,232.4,89,5763,12.9,3,1917,1,Vigente
323,No,No,0,138.7,107,12993,256.9,113,12034,234.9,74,5824,10,3,1488,0,Vigente
324,No,No,0,86.3,134,8083,246.6,92,11549,251.6,91,6237,11.3,4,1681,1,Vigente
325,No,No,0,207,91,19390,154.9,121,7257,245.1,112,6078,13.4,5,1995,3,Vigente
326,No,Si,3000,58.8,104,5510,219.5,107,10282,152.3,118,3774,7.1,3,1058,0,Vigente
327,No,Si,3500,68.7,95,6436,209.2,69,9797,197.4,42,4893,11.4,4,1697,1,Vigente
328,No,Si,3300,239.2,109,22404,235.5,112,11031,156.3,95,3874,9.5,4,1416,1,Vigente
329,No,No,0,198.3,130,18574,217.1,86,10166,188.4,96,4672,12.5,3,1862,0,Vigente
330,No,No,0,205.2,97,19219,240.6,77,11268,79.7,108,1978,14.4,12,2143,0,Vigente
331,No,No,0,192.1,98,17996,312.9,135,14657,130.2,94,3229,7.9,2,1174,3,Vigente
332,No,No,0,272.6,83,25533,248.7,74,11648,197.4,111,4893,9.5,2,1416,1,Fugado
333,No,No,0,128.3,121,12017,197.1,93,9229,138.4,152,3433,12.2,5,1813,7,Fugado
334,No,No,0,169.6,99,15885,264.1,87,12370,206.3,78,5113,9.3,4,1383,0,Vigente
335,No,No,0,201.3,95,18855,152.8,66,7157,233.2,101,5780,7.5,4,1119,1,Vigente
336,No,Si,1700,214.7,97,20112,138.5,90,6485,169.1,44,4193,8.6,4,1278,1,Vigente
337,No,No,0,169.2,70,15847,271.5,77,12717,170.2,104,4221,10.6,2,1576,0,Vigente
338,No,No,0,194.1,121,18183,176.6,110,8271,302.8,136,7510,7,7,1041,2,Vigente
339,No,No,0,233.8,104,21902,266.5,94,12480,212.7,104,5273,7.6,3,1130,2,Vigente
340,No,No,0,225.1,67,21087,199.2,127,9328,175.5,102,4353,14.6,2,2171,0,Vigente
341,No,No,0,213,63,19952,176.6,71,8271,262.6,126,6513,9.1,1,1355,1,Fugado
342,No,No,0,183.9,115,17224,255.9,101,11984,275,145,6821,10.8,11,1609,1,Vigente
343,No,Si,3400,221.8,105,20778,161.7,85,7571,227.7,62,5648,14,7,2083,0,Vigente
344,No,Si,2100,64.6,98,6050,176.1,86,8248,244.8,84,6072,0,0,0,2,Vigente
345,No,Si,3700,154.6,92,14480,83.4,103,3907,165.9,99,4116,13.3,3,1978,1,Vigente
346,No,No,0,260.2,131,24371,179.2,120,8392,135,119,3350,7.2,8,1069,3,Vigente
347,No,Si,3300,161.6,117,15136,123,90,5763,261.3,101,6480,12.2,5,1813,1,Vigente
348,No,No,0,220.6,117,20663,155.2,121,7268,186.7,89,4628,10.5,11,1565,1,Vigente
349,No,Si,4100,155.9,122,14602,162.3,107,7604,127.6,105,3163,13.1,5,1951,3,Vigente
350,No,No,0,107,63,10023,105.7,67,4948,243.1,74,6028,12.8,3,1906,4,Fugado
351,No,No,0,182.5,104,17098,204.7,95,9587,229.9,100,5703,11.3,8,1681,4,Vigente
352,Si,Si,3800,220.1,78,20618,234.3,71,10976,237.3,85,5885,10.1,4,1252,4,Vigente
353,No,No,0,152.2,112,14254,177.2,132,8298,96.4,87,2391,5.3,3,788,1,Vigente
354,No,No,0,181.5,95,17004,205.1,88,9604,204,82,5058,14.7,9,2187,2,Vigente
355,Si,No,0,236.2,77,22123,218.6,85,10238,194.1,97,4810,13.2,2,1637,2,Fugado
356,No,No,0,166.1,105,15560,79.3,93,3714,213.7,98,5301,12.7,2,1890,1,Vigente
357,Si,No,0,244.6,89,22911,188.8,80,8844,206,114,5108,11.3,4,1401,1,Vigente
358,No,Si,2300,134.2,85,12568,227.3,132,10645,122.4,96,3036,8.5,2,1267,2,Vigente
359,Si,Si,3900,149.7,122,14023,211.1,75,9885,114.3,90,2832,9.2,4,1141,1,Vigente
360,No,Si,2900,150.1,109,14062,264.7,103,12398,178.4,97,4425,5.8,4,865,1,Vigente
361,Si,No,0,257.1,53,24084,312.2,127,14624,183,82,4540,8.8,6,1091,1,Fugado
362,No,No,0,124.4,83,11654,179.7,81,8414,253,99,6276,11.3,6,1681,0,Vigente
363,No,Si,3600,141.7,121,13274,232.3,113,10882,222.1,131,5504,12,5,1785,1,Vigente
364,No,No,0,230,87,21544,103.2,138,4832,309.6,136,7675,11.3,3,1681,2,Vigente
365,No,No,0,162.3,88,15202,213.7,118,10006,192.1,81,4761,10.9,2,1620,0,Vigente
366,No,No,0,350.8,75,32862,216.5,94,10138,253.9,100,6298,10.1,9,1504,1,Fugado
367,No,No,0,193.3,96,18106,264.1,123,12370,128.6,115,3190,9.1,3,1355,4,Vigente
368,No,No,0,78.2,127,7323,253.4,108,11869,255,100,6325,18,3,2678,1,Vigente
369,No,No,0,83.4,110,7813,232.2,137,10877,146.7,114,3637,7.6,5,1130,1,Vigente
370,No,No,0,195.6,99,18321,267.8,120,12541,164.9,76,4088,16,2,2380,0,Vigente
371,No,No,0,201.8,81,18905,225,114,10541,204.4,82,5069,10.3,6,1532,1,Vigente
372,No,No,0,197,110,18453,222.8,102,10436,225.3,91,5587,10.6,6,1576,2,Vigente
373,Si,No,0,218,57,20420,114.4,88,5356,269.2,95,6673,12.4,1,1538,0,Fugado
374,No,No,0,164.8,98,15439,229.9,96,10767,167.3,108,4149,14.8,2,2204,2,Vigente
375,No,No,0,179.2,77,16783,210.7,99,9868,276.9,58,6865,9.2,6,1366,2,Vigente
376,No,Si,2100,214,113,20045,180,114,8430,134.5,82,3334,10.6,5,1576,0,Vigente
377,No,No,0,170.5,87,15973,118.2,116,5538,187.9,111,4661,11.2,7,1664,2,Vigente
378,No,No,0,205.7,123,19268,214.5,108,10045,226.1,106,5604,6.7,18,997,1,Vigente
379,Si,No,0,165.5,84,15505,286.2,112,13406,198.9,89,4931,11.5,2,1426,1,Fugado
380,No,No,0,221,100,20701,160.7,113,7527,233.1,96,5780,6.8,4,1014,2,Vigente
381,No,No,0,242.1,118,22679,191,93,8948,218.6,50,5422,14.7,2,2187,3,Vigente
382,No,No,0,151.6,107,14199,155.4,96,7279,240,112,5951,14.7,4,2187,1,Vigente
383,Si,No,0,176.2,87,16502,145,81,6794,249.5,92,6188,5.7,4,707,0,Vigente
384,Si,Si,2200,196,82,18359,322.7,82,15114,225.6,120,5593,3.7,5,459,1,Vigente
385,No,No,0,159.5,125,14943,247.1,90,11571,187.9,82,4661,7.2,4,1069,2,Vigente
386,No,No,0,230.2,113,21561,220.4,79,10320,204.7,111,5075,10.7,7,1592,4,Vigente
387,No,No,0,146.7,64,13742,274,99,12833,321.3,98,7967,8.9,1,1322,3,Vigente
388,No,No,0,210.5,102,19720,204.5,83,9576,127.8,53,3168,8.5,5,1267,1,Vigente
389,No,No,0,102,95,9554,270.2,139,12656,148.2,105,3675,10.7,3,1592,1,Vigente
390,No,No,0,126,99,11802,238.5,73,11169,285.1,100,7069,10.2,6,1515,3,Vigente
391,No,No,0,168.4,125,15775,243.8,89,11417,214.7,102,5323,11.1,2,1653,1,Vigente
392,No,No,0,105.6,129,9890,258.2,129,12094,213.1,77,5284,8.7,3,1295,0,Vigente
393,No,No,0,206.5,92,19346,176.2,152,8254,232.8,115,5774,12.4,5,1846,5,Vigente
394,No,No,0,217.1,76,20337,205.2,100,9609,185.7,91,4606,9.4,3,1400,2,Vigente
395,No,No,0,229.6,78,21506,205.7,108,9631,166.2,91,4121,10.8,2,1609,0,Fugado
396,No,Si,2200,278.3,89,26068,93.4,143,4375,107.6,42,2667,9.7,5,1444,0,Vigente
397,No,No,0,138.6,102,12982,199,93,9323,204.1,137,5058,7.8,4,1163,0,Vigente
398,No,No,0,234.4,103,21957,279.3,109,13081,234.2,121,5808,2,2,298,1,Fugado
399,No,No,0,181.5,129,17004,130.7,112,6122,186.5,118,4623,8.5,4,1267,1,Vigente
400,No,No,0,167.3,91,15670,230,68,10772,191.7,118,4755,10.6,5,1576,1,Fugado
401,No,Si,3100,121,105,11334,218.9,98,10254,226.7,110,5620,12,1,1785,1,Vigente
402,No,No,0,221.1,124,20712,110.8,94,5190,240.1,112,5951,10.6,3,1576,0,Vigente
403,No,Si,2600,145.8,108,13659,192.2,89,9003,165.1,96,4094,9.9,2,1471,1,Vigente
404,No,No,0,222.8,122,20872,163.2,107,7642,160.6,112,3984,11.2,6,1664,1,Vigente
405,No,No,0,183.4,80,17180,242,115,11334,201.4,100,4992,7.5,3,1119,4,Vigente
406,Si,No,0,264.3,91,24756,160.9,115,7538,198.6,73,4926,9.3,5,1153,0,Vigente
407,No,No,0,146,78,13676,109.7,79,5135,247.4,108,6133,6.8,7,1014,0,Vigente
408,No,No,0,157.1,134,14717,184.9,122,8662,197.2,59,4887,8.5,5,1267,4,Fugado
409,Si,No,0,127.3,108,11924,251.3,81,11769,135,88,3350,10.3,3,1277,1,Vigente
410,No,No,0,187.9,110,17599,197,117,9229,167,108,4144,4.8,4,716,2,Vigente
411,No,No,0,178.8,90,16750,141.2,72,6612,203,99,5036,8.4,5,1251,2,Vigente
412,No,No,0,97.2,80,9103,186.2,90,8722,189,92,4684,10.4,6,1548,2,Vigente
413,No,No,0,259.8,85,24338,242.3,117,11351,168.8,72,4188,5.4,1,804,0,Vigente
414,No,No,0,256.5,112,24029,199.5,90,9345,188.3,122,4667,7,5,1041,3,Vigente
415,No,No,0,169.5,77,15880,124,87,5808,219.4,92,5438,10,3,1488,0,Vigente
416,No,No,0,239.7,47,22453,282.9,110,13252,238.4,88,5912,8.7,3,1295,2,Fugado
417,Si,No,0,171.5,99,16067,160,103,7494,212.4,102,5268,5,2,620,1,Fugado
418,No,No,0,239.9,84,22470,174.8,106,8188,209.5,93,5196,9.8,2,1460,0,Vigente
419,No,Si,3400,142.3,73,13329,194.8,79,9125,239.3,81,5934,16,6,2380,1,Vigente
420,No,No,0,184.1,98,17246,327,73,15318,212.5,106,5268,7.5,6,1119,2,Vigente
421,No,Si,2800,206.9,126,19379,264.4,126,12381,171.8,124,4259,9.3,11,1383,2,Vigente
422,No,No,0,259.9,114,24343,176.2,94,8254,77.2,112,1912,15.3,1,2276,1,Vigente
423,No,No,0,203.8,122,19092,283.1,76,13257,197.3,83,4893,12.5,3,1862,0,Vigente
424,No,Si,4500,248.8,124,23307,140.3,77,6573,263.6,102,6535,10.3,2,1532,3,Vigente
425,No,Si,1600,221.6,110,20756,130.2,123,6100,200,108,4959,11.3,3,1681,1,Vigente
426,Si,No,0,192.9,131,18067,185.5,101,8689,205.2,130,5086,10.9,4,1352,1,Vigente
427,No,No,0,122.4,129,11466,113.4,108,5312,180.2,97,4469,12.5,7,1862,1,Vigente
428,No,Si,4000,104.9,65,9824,216.3,93,10133,217.4,128,5389,9.6,9,1427,1,Vigente
429,No,No,0,173.2,91,16221,196.8,106,9218,209.3,128,5190,11.2,5,1664,3,Vigente
430,No,No,0,119.4,69,11185,273.3,92,12800,214.4,153,5317,12.4,7,1846,2,Vigente
431,No,No,0,250.3,100,23445,260.6,90,12205,195,104,4838,13.3,2,1978,2,Fugado
432,No,No,0,178.3,98,16701,282.6,110,13235,181,98,4491,11.4,4,1697,1,Vigente
433,No,No,0,243.4,77,22800,182.1,97,8529,259.2,94,6425,12.8,2,1906,1,Vigente
434,No,No,0,155,106,14519,175.3,101,8210,155.6,125,3857,11.8,5,1758,2,Vigente
435,No,Si,3100,288.7,101,27043,203.8,102,9543,203.2,49,5036,8.6,3,1278,0,Vigente
436,No,Si,2900,240.4,80,22519,118.9,91,5571,164.2,108,4072,11.2,3,1664,1,Vigente
437,No,No,0,190.3,123,17825,301.3,96,14111,214.6,134,5323,8,3,1190,1,Vigente
438,No,No,0,278,76,26040,176.7,74,8276,219.5,126,5444,8.3,4,1234,0,Fugado
439,No,No,0,155,93,14519,330.6,106,15483,189.4,123,4695,13.5,3,2011,1,Vigente
440,No,No,0,153.5,99,14381,197.6,102,9257,198.5,86,4920,6.3,2,937,2,Vigente
441,No,Si,2700,273.4,141,25610,154,99,7213,245.8,112,6094,12.3,6,1829,1,Vigente
442,No,No,0,155.3,93,14546,265.7,95,12442,145.7,67,3615,12.4,4,1846,0,Vigente
443,No,Si,2900,133.1,114,12469,221.2,82,10359,131.6,103,3262,6.8,3,1014,1,Vigente
444,No,No,0,246.8,129,23120,187.8,121,8794,154.5,109,3829,12.6,5,1873,1,Vigente
445,Si,No,0,165.4,107,15494,196,126,9180,349.2,110,8656,9.6,7,1190,2,Vigente
446,No,No,0,59.5,103,5576,257.2,106,12045,208.3,86,5163,11.1,6,1653,0,Vigente
447,No,No,0,138.3,116,12954,236,138,11053,179.1,110,4441,9.6,4,1427,3,Vigente
448,No,No,0,286.7,100,26856,134.4,121,6292,192.9,122,4783,6.9,5,1025,2,Vigente
449,No,No,0,117.3,114,10987,201.1,61,9417,107.9,82,2678,12.2,3,1813,1,Vigente
450,No,Si,2100,264.3,79,24756,202.8,118,9499,173.4,92,4298,6.3,3,937,4,Vigente
451,No,No,0,127.9,107,11979,271.2,124,12701,202.2,76,5014,12.5,5,1862,0,Vigente
452,No,Si,2300,225.5,107,21125,246.3,105,11538,245.7,81,6094,9.8,2,1460,0,Vigente
453,No,No,0,149,115,13957,245.3,105,11488,260,94,6447,8.3,3,1234,0,Vigente
454,No,Si,2000,198.9,77,18629,274,88,12833,190.7,76,4728,14.3,9,2127,1,Vigente
455,No,No,0,256.4,125,24018,273.9,100,12827,222.7,101,5521,11.1,1,1653,1,Fugado
456,No,No,0,264.8,124,24806,245.4,112,11494,160.5,115,3978,14.8,2,2204,1,Fugado
457,No,No,0,98.2,88,9196,180.5,69,8452,223.6,69,5543,9.3,2,1383,2,Vigente
458,No,No,0,159.8,99,14971,264,64,12364,115.7,70,2871,9.7,7,1444,2,Vigente
459,No,Si,2800,190.6,86,17852,220.1,122,10309,180.3,80,4469,6,3,893,3,Vigente
460,No,No,0,184,120,17235,120.4,119,5637,153.7,86,3813,11,3,1636,0,Vigente
461,No,No,0,261.8,128,24525,220.6,104,10331,136.6,91,3389,9.6,5,1427,1,Vigente
462,No,No,0,147.9,109,13852,228.4,117,10695,299.7,90,7433,9.6,9,1427,3,Vigente
463,No,Si,1800,106.4,109,9968,108.1,113,5064,208.4,111,5168,10.1,5,1504,1,Vigente
464,No,No,0,133.7,75,12524,195.3,87,9147,280.5,89,6954,5.9,2,876,0,Vigente
465,No,Si,2300,193.5,85,18128,220.2,90,10315,272.4,111,6755,8.5,5,1267,0,Vigente
466,Si,No,0,178.2,113,16690,167.8,94,7857,182.1,111,4513,13.6,3,1686,3,Fugado
467,No,Si,3600,226.2,103,21186,181.6,125,8507,258.8,102,6419,10.5,5,1565,3,Fugado
468,No,No,0,170.4,103,15962,200.2,71,9378,258.3,100,6403,11.6,4,1725,1,Vigente
469,No,Si,3200,70.9,163,6640,166.7,121,7808,244.9,105,6072,11.1,5,1653,3,Vigente
470,No,Si,3400,194.4,63,18211,254.9,110,11940,160.2,115,3973,17.2,9,2557,2,Vigente
471,No,No,0,240.3,146,22508,164.6,83,7708,240.7,106,5967,10.6,2,1576,1,Vigente
472,No,No,0,75,116,7025,248.7,87,11648,176,83,4364,9.5,6,1416,3,Vigente
473,No,No,0,69.1,117,6474,136.3,100,6386,181.7,53,4507,6.3,3,937,1,Vigente
474,No,Si,3300,96.6,59,9047,315.4,98,14772,163.3,117,4050,6.2,4,920,4,Fugado
475,No,Si,2000,214.6,101,20100,235.1,132,11009,162.8,132,4039,14.8,12,2204,0,Vigente
476,No,No,0,148.5,111,13913,146.5,42,6860,289.2,83,7169,9.9,6,1471,3,Vigente
477,No,No,0,258.1,106,24178,161.4,106,7560,225.1,110,5582,11.7,5,1741,1,Vigente
478,No,Si,2300,149.7,112,14023,162.5,118,7609,220.3,115,5460,7.6,2,1130,3,Vigente
479,No,No,0,149.8,134,14034,164.4,98,7697,294.7,124,7306,8.1,2,1207,1,Vigente
480,No,No,0,190.4,102,17836,158.1,107,7405,271.5,92,6733,11.2,4,1664,2,Vigente
481,No,No,0,181.4,108,16993,253.8,54,11885,112.3,94,2783,11.6,6,1725,1,Vigente
482,No,No,0,151.1,123,14155,187.4,104,8777,255.4,93,6331,5.3,3,788,1,Vigente
483,No,No,0,155.7,116,14585,173.7,63,8133,257.4,97,6381,8.1,4,1207,0,Vigente
484,No,No,0,149.9,95,14039,256.1,110,11995,212.7,92,5273,13.3,13,1978,2,Vigente
485,No,No,0,222.3,132,20822,231.5,101,10844,223.5,75,5543,11,2,1636,3,Vigente
486,No,Si,1600,149.4,111,13995,131.8,113,6171,132.7,87,3289,6.7,2,997,0,Vigente
487,Si,No,0,233.8,103,21902,221.6,131,10381,146.9,106,3642,12.8,3,1587,0,Vigente
488,No,No,0,204.2,100,19125,292.6,139,13703,244.3,105,6055,10.5,2,1565,0,Vigente
489,No,No,0,242.9,126,22751,209.8,65,9824,228.4,126,5664,0,0,0,1,Vigente
490,No,No,0,150.4,119,14089,230.5,99,10794,186.3,76,4617,12.3,4,1829,1,Vigente
491,No,No,0,208.9,119,19566,252.4,132,11819,280.2,120,6948,12.8,7,1906,0,Vigente
492,Si,No,0,191.9,91,17974,256.1,110,11995,203.7,101,5053,14.3,6,1773,1,Fugado
493,Si,No,0,130.7,113,12243,260.6,122,12205,244.2,98,6055,9.4,2,1166,2,Fugado
494,No,Si,3300,119.6,104,11202,278.7,88,13053,263.4,175,6529,5.9,2,876,2,Vigente
495,No,No,0,273.6,93,25627,114.6,116,5367,250.6,120,6215,8.2,4,1218,1,Vigente
496,Si,No,0,156.1,114,14624,180.3,63,8447,179.6,115,4452,11.1,9,1376,2,Vigente
497,No,Si,3600,178.7,134,16739,178.6,102,8364,126.8,82,3146,8,4,1190,2,Vigente
498,No,No,0,177.5,93,16629,287.4,75,13461,180.5,118,4474,11.9,3,1769,2,Vigente
499,Si,No,0,211.3,61,19792,105.6,119,4948,175.9,63,4364,9.7,4,1203,4,Fugado
500,No,No,0,175.2,91,16409,244.4,109,11444,75.8,95,1879,7.5,2,1119,1,Vigente
501,No,Si,2300,114.3,102,10706,190.3,103,8915,240.4,111,5962,12.6,7,1873,3,Vigente
502,No,Si,2800,251.4,104,23550,225.1,89,10541,251.9,121,6248,7.5,5,1119,1,Vigente
503,Si,No,0,216.9,61,20315,207.4,120,9714,221.7,110,5499,17.5,5,2170,1,Fugado
504,Si,Si,2600,217.2,138,20343,145.5,111,6816,280.7,76,6959,9.3,3,1153,0,Vigente
505,No,No,0,206.3,97,19324,154.9,98,7257,263.6,82,6535,12.4,12,1846,0,Vigente
506,No,No,0,159.3,66,14921,125.9,75,5896,261.9,76,6496,11.1,5,1653,1,Vigente
507,No,Si,3100,143.1,88,13406,236.6,65,11081,227.8,120,5648,11.4,5,1697,2,Vigente
508,No,No,0,154,122,14425,329.8,88,15445,288,117,7141,5.6,2,832,3,Fugado
509,No,Si,2400,186.6,69,17478,222,116,10397,234.9,138,5824,11.6,5,1725,1,Vigente
510,No,Si,2600,170.8,114,16001,199.5,125,9345,169.7,98,4210,9.6,5,1427,5,Fugado
511,No,Si,1700,124,102,11615,202.9,81,9505,205.1,129,5086,12.3,3,1829,1,Vigente
512,No,No,0,198.3,94,18574,279.3,101,13081,146.2,87,3626,14.8,8,2204,3,Vigente
513,No,No,0,172.8,101,16188,204.8,97,9593,240.8,90,5973,9.1,8,1355,2,Vigente
514,No,Si,3000,217.4,74,20365,213.8,86,10012,227.2,104,5631,6.6,3,981,0,Vigente
515,Si,Si,2900,265.9,113,24905,215.8,94,10105,108.1,82,2678,14,12,1736,0,Fugado
516,No,Si,1400,93.6,137,8766,193.8,72,9075,144.9,84,3593,17.5,5,2606,1,Vigente
517,No,No,0,98.2,100,9196,307.2,88,14387,182.5,120,4524,7.6,1,1130,2,Vigente
518,No,No,0,214.7,68,20112,158.6,138,7427,123.4,114,3058,9.4,4,1400,2,Vigente
519,No,No,0,168.2,92,15753,224.7,100,10524,169.5,99,4204,12.9,3,1917,1,Vigente
520,No,No,0,202.9,97,19004,153.8,104,7202,113.5,92,2816,9,3,1339,3,Vigente
521,No,No,0,261.4,108,24486,154.5,102,7235,130.9,90,3245,11.6,2,1725,1,Vigente
522,No,No,0,73.3,86,6865,161.4,82,7560,239.6,76,5940,8.2,3,1218,4,Fugado
523,No,Si,2700,253.7,84,23765,229.2,109,10733,190.5,123,4722,9.2,5,1366,7,Vigente
524,No,No,0,45,108,4215,151.3,74,7086,152.9,94,3791,9.8,6,1460,2,Vigente
525,No,No,0,231.3,105,21665,171.7,108,8039,67.7,136,1681,13,6,1934,1,Vigente
526,No,No,0,47.4,125,4441,167.8,90,7857,163.1,107,4044,10.5,8,1565,2,Vigente
527,No,No,0,227.4,88,21302,182.5,100,8546,191.7,134,4755,12.5,3,1862,0,Vigente
528,No,Si,2200,40.9,126,3829,133.4,90,6248,264.2,91,6551,11.9,7,1769,0,Vigente
529,No,No,0,124.8,133,11692,157.3,143,7367,199.3,72,4942,8.6,4,1278,2,Vigente
530,Si,No,0,68.5,110,6419,337.1,115,15786,205.2,99,5086,12.1,9,1500,0,Vigente
531,No,Si,3700,163.5,77,15318,203.1,102,9510,232,87,5752,7.8,4,1163,2,Vigente
532,No,No,0,163,112,15268,219.1,89,10260,233.4,66,5786,6.7,3,997,2,Vigente
533,No,Si,3800,213.7,61,20018,253,104,11852,207.7,73,5152,10.7,5,1592,2,Vigente
534,No,Si,3600,201.3,117,18855,42.2,78,1978,125.7,104,3119,5.4,3,804,1,Vigente
535,No,No,0,310.4,97,29076,66.5,123,3113,246.5,99,6111,9.2,10,1366,4,Vigente
536,No,No,0,48.4,101,4535,281.1,138,13163,218.5,87,5416,18.2,1,2705,1,Vigente
537,No,Si,4000,171.2,88,16034,145.7,109,6821,196.8,93,4882,14,6,2083,1,Vigente
538,No,Si,2200,166.5,93,15599,183,92,8574,121,102,2997,8.5,3,1267,0,Vigente
